aX,aY,aZ,gX,gY,gZ
-0.865,-0.327,0.925,55.481,-25.024,114.685
-0.880,-0.227,1.006,30.823,-29.724,100.891
-0.863,0.017,1.064,14.526,-27.100,89.416
-0.770,0.087,1.035,-13.367,-29.907,59.692
-0.571,0.100,0.961,-18.982,-34.241,47.302
-0.492,0.089,0.951,-10.864,-33.875,30.334
-0.394,0.077,0.991,-4.822,-29.236,24.719
-0.351,0.050,1.017,-2.747,-19.897,11.230
-0.245,-0.062,1.056,-6.897,-17.700,2.625
-0.166,-0.123,1.047,-15.930,-10.193,-10.010
-0.025,-0.203,0.996,-16.235,-4.883,-10.620
0.027,-0.215,0.968,-9.277,4.211,-7.812
0.120,-0.236,0.926,-5.859,5.188,-8.057
0.162,-0.252,0.918,-1.770,3.296,-10.742
1.571,-0.595,0.680,-11.719,16.479,-5.981
1.825,-0.910,0.535,-10.010,9.888,23.682
1.900,-1.116,0.496,-8.301,-2.808,40.100
1.875,-1.378,0.486,-1.343,-28.442,92.163
1.730,-1.378,0.444,5.554,-27.588,135.437
1.131,-1.190,0.352,23.193,-31.555,223.389
0.776,-1.054,0.371,33.508,-48.401,245.850
0.442,-0.915,0.436,36.133,-95.459,240.479
-0.324,-0.651,0.627,28.259,-113.708,227.295
-0.698,-0.608,0.739,32.043,-127.686,192.200
-1.069,-0.645,1.052,44.189,-127.136,169.861
-1.125,-0.654,1.184,48.523,-108.337,139.465
-1.224,-0.623,1.256,39.978,-89.111,135.620
-1.289,-0.608,1.193,24.963,-47.791,132.446
-1.261,-0.539,1.044,20.752,-34.363,124.695
-1.160,-0.464,0.979,4.883,-22.095,105.164
-0.905,-0.229,0.879,-3.723,-20.752,96.741
-0.820,-0.087,0.852,-6.775,-19.043,87.646
-0.756,0.165,0.871,-0.305,-18.372,84.167
-0.754,0.231,0.922,14.404,-22.278,69.153
-0.679,0.211,1.049,15.564,-25.574,55.176
-0.587,0.152,1.086,1.770,-28.198,24.231
-0.386,0.024,1.066,-6.470,-25.879,13.000
-0.307,-0.030,1.026,-11.047,-18.066,1.221
-0.194,-0.144,0.980,-7.446,-15.381,-1.709
-0.134,-0.192,0.983,3.662,-7.935,-2.808
-0.002,-0.231,0.997,7.141,-3.174,-2.014
0.054,-0.240,0.995,1.587,-0.305,-4.639
0.136,-0.291,0.978,-4.395,-2.258,-7.935
0.162,-0.325,0.968,-7.690,-3.540,-10.315
1.836,-0.565,0.622,20.508,16.113,-4.150
2.058,-0.766,0.530,22.156,3.418,7.996
2.270,-1.267,0.307,16.113,-2.625,21.973
1.931,-1.409,0.405,8.545,-23.560,86.731
1.530,-1.228,0.539,25.391,-22.644,147.522
0.462,-0.623,0.832,84.167,-10.376,256.409
0.064,-0.440,0.949,92.102,-19.714,264.648
-0.325,-0.480,1.102,48.828,-73.914,203.552
-0.425,-0.571,1.148,28.137,-90.698,174.072
-0.542,-0.631,1.179,29.907,-71.350,164.368
-0.785,-0.627,1.143,31.616,-54.932,166.626
-0.843,-0.585,1.076,14.832,-41.382,149.170
