aX,aY,aZ,gX,gY,gZ
0.029,0.121,0.995,0.977,-1.587,-1.221
0.025,0.119,0.995,0.549,-1.892,-1.404
0.025,0.115,0.998,-0.061,-2.075,-1.160
0.027,0.111,1.004,-0.183,-1.709,-0.610
0.027,0.113,1.003,-0.183,-0.366,0.305
0.029,0.120,0.996,-0.366,0.122,0.183
0.033,0.117,0.988,-1.038,-0.732,-0.549
0.034,0.116,0.988,-0.305,-2.075,-0.244
0.033,0.114,0.990,0.854,-1.587,0.061
0.035,0.114,0.994,2.441,-0.854,0.183
0.035,0.115,1.000,1.526,-1.221,0.305
0.032,0.116,1.002,-1.343,-2.319,0.366
0.029,0.115,1.001,-1.038,-2.136,0.610
0.026,0.119,1.000,0.000,-1.892,1.038
0.040,0.095,0.998,-1.038,-2.319,-1.038
0.039,0.090,0.998,-0.122,-1.892,-0.610
0.032,0.087,1.000,0.305,-1.709,-0.122
0.030,0.090,1.002,1.038,-1.038,0.488
0.031,0.104,1.003,1.221,-0.793,0.366
0.030,0.106,1.002,0.427,-1.038,-1.038
0.031,0.099,1.005,-0.305,-1.526,-1.831
0.033,0.091,1.007,-0.732,-1.404,-2.197
0.039,0.086,1.008,-0.366,-0.610,-1.831
0.040,0.088,1.008,0.366,1.282,-0.854
0.036,0.094,0.995,0.000,1.709,-0.793
0.036,0.094,0.989,-1.282,-0.488,-1.526
0.035,0.091,0.992,-1.282,-1.831,-1.831
0.036,0.089,0.997,0.305,-1.526,-1.282
0.040,0.084,1.009,0.854,-0.610,-0.488
0.041,0.084,1.015,0.000,0.671,0.977
0.039,0.090,1.013,-1.160,0.977,1.587
0.034,0.099,0.995,-2.930,1.160,1.648
0.033,0.100,0.987,-1.404,0.610,1.160
0.031,0.102,0.985,0.061,0.244,1.038
0.030,0.101,0.990,1.221,-0.854,0.305
0.029,0.094,1.004,0.793,-1.160,-0.122
0.031,0.091,1.007,-0.488,-0.977,-0.366
0.035,0.092,1.006,-1.221,-1.099,-0.061
0.035,0.096,1.004,-2.075,-0.977,0.427
0.030,0.099,0.999,-1.526,-0.427,0.183
0.027,0.101,0.996,1.099,0.549,-0.671
0.028,0.102,0.992,1.831,0.671,-1.038
0.030,0.100,0.994,0.854,-0.916,-1.709
0.036,0.094,1.000,-0.122,-2.075,-2.136
-0.009,0.097,0.994,-1.404,-1.160,3.113
-0.007,0.089,1.001,-0.061,-0.916,3.967
-0.006,0.087,1.004,0.244,-0.488,4.822
-0.007,0.094,1.001,-1.770,0.244,5.798
-0.009,0.099,0.998,-4.395,-0.671,5.066
-0.010,0.112,0.996,-4.578,-1.160,4.211
-0.012,0.113,0.994,-2.625,-0.488,2.075
-0.011,0.111,0.989,-1.160,-0.183,1.099
-0.006,0.107,0.990,1.282,-0.244,0.244
-0.004,0.098,0.995,2.258,-0.122,0.549
-0.004,0.096,0.999,2.930,0.549,0.854
-0.005,0.095,1.000,2.197,0.549,0.671
-0.006,0.095,0.999,-0.366,-0.671,0.732
-0.006,0.090,1.000,-1.343,-1.465,1.099
-0.006,0.091,1.004,-1.099,-1.587,2.441
-0.008,0.093,1.005,-0.488,-0.366,2.808
-0.011,0.101,1.000,0.366,1.648,2.930
-0.014,0.106,0.999,-0.549,0.916,1.526
-0.013,0.109,0.993,-1.587,-0.122,0.366
-0.009,0.104,0.992,-2.441,-1.587,-0.793
-0.003,0.092,0.996,-1.770,-1.526,-0.122
-0.002,0.092,0.999,0.427,0.183,2.014
-0.007,0.099,1.000,0.671,0.793,2.502
-0.012,0.104,0.998,-1.343,-0.732,1.587
-0.013,0.103,0.994,-2.319,-1.892,0.854
-0.011,0.101,0.994,-1.282,-1.953,0.977
-0.009,0.100,0.996,-0.366,-1.221,1.221
-0.008,0.098,0.996,0.305,-0.916,0.977
-0.003,0.094,0.998,0.549,-1.099,0.793
-0.000,0.092,0.999,1.282,-0.366,1.892
-0.021,0.125,1.017,-1.160,2.197,4.333
-0.028,0.143,1.008,-3.418,1.831,2.991
-0.027,0.149,0.999,-5.920,0.000,0.000
-0.019,0.150,0.984,-4.761,0.122,-0.610
-0.016,0.145,0.980,-0.183,2.136,0.366
-0.014,0.145,0.984,1.221,2.502,0.854
-0.011,0.145,0.986,-0.061,1.526,0.183
-0.008,0.142,0.983,-2.136,-0.549,-1.465
-0.005,0.140,0.975,-1.648,-0.916,-1.587
-0.004,0.140,0.972,1.221,-0.427,-0.977
-0.006,0.136,0.975,3.357,-0.122,-0.671
-0.007,0.134,0.986,5.859,-0.183,-0.244
0.000,0.125,1.005,4.333,-0.977,-0.183
0.002,0.121,1.009,-1.831,-3.235,0.244
0.001,0.125,1.004,-3.479,-3.418,0.671
-0.001,0.130,0.997,-3.357,-2.502,1.770
-0.012,0.135,0.987,-1.770,-2.136,2.502
-0.020,0.141,0.987,-0.854,-1.953,2.502
-0.022,0.145,0.988,-0.793,-2.441,1.160
-0.022,0.141,0.992,-2.197,-3.601,0.000
-0.019,0.134,0.996,-4.700,-5.981,-0.671
-0.014,0.127,1.005,-4.089,-5.554,0.183
-0.015,0.136,0.999,-1.343,-1.770,2.136
-0.016,0.141,0.990,0.732,0.916,2.014
